Date,HPG,VCB
2020-06-02,16270.126263971297,66502.53578789806
2020-06-03,16209.977922884525,67500.84175238152
2020-06-04,15999.45872908083,68345.56218386751
2020-06-05,16270.126263971297,68345.56218386751
2020-06-08,16661.090481035302,68652.73324986243
2020-06-09,16300.200434514682,68729.52601636115
2020-06-10,16240.05209342791,68806.31878285987
2020-06-11,15337.82697712636,67577.63451888024
2020-06-12,15939.31038799406,65734.60812291078
2020-06-15,15277.67863603959,62970.06852895659
2020-06-16,15758.86536473375,64275.545559434955
2020-06-17,15788.939535277135,64659.509391928594
2020-06-18,16119.755411254371,65273.85152391841
2020-06-19,16450.571287231607,65581.02258991332
2020-06-22,16420.49711668822,65657.81535641204
2020-06-23,16240.05209342791,66041.77918890568
2020-06-24,16240.05209342791,65043.47322442223
2020-06-25,16420.49711668822,64275.545559434955
2020-06-26,16360.348775601451,63968.374493440046
2020-06-29,16029.532899624215,62586.10469646295
2020-06-30,16119.755411254371,61664.59149847822
2020-07-01,16480.64545777499,63507.61789444768
2020-07-02,16600.942139948533,63430.82512794895
2020-07-03,16540.79379886176,63737.996193943865
2020-07-06,16600.942139948533,63661.203427445136
2020-07-07,17052.054698099306,64045.167259938775
2020-07-08,16871.609674838997,63737.996193943865
2020-07-09,16931.758015925767,64198.752792936226
2020-07-10,16691.164651578685,63507.61789444768
2020-07-13,16631.016310491916,63661.203427445136
2020-07-14,16781.38716320884,63737.996193943865
2020-07-15,16871.609674838997,64121.9600264375
2020-07-16,17202.42555081623,64121.9600264375
2020-07-17,17172.351380272845,63584.41066094641
2020-07-20,16841.53550429561,63123.65406195404
2020-07-21,16901.68384538238,63354.03236145023
2020-07-22,16901.68384538238,63354.03236145023
2020-07-23,16961.83218646915,63354.03236145023
2020-07-24,16149.829581797756,62202.14086396931
2020-07-27,15608.494512016825,59130.43020402021
2020-07-28,16450.571287231607,60282.321701501125
2020-07-29,15991.058122324823,59514.39403651385
2020-07-30,16248.38549440821,59437.60127001512
2020-07-31,15954.297069170052,58669.67360502784
2020-08-03,16836.562344884525,60512.700000997305
2020-08-04,16910.084451194063,62893.27576245786
2020-08-05,17718.827620598997,63507.61789444768
2020-08-06,17682.066567444228,63584.41066094641
2020-08-07,17792.34972690854,63661.203427445136
2020-08-10,17865.871833218076,62893.27576245786
2020-08-11,17829.110780063307,63046.86129545532
2020-08-12,17865.871833218076,63046.86129545532
2020-08-13,18012.916045837155,63737.996193943865
2020-08-14,17718.827620598997,62970.06852895659
2020-08-17,17865.871833218076,63200.44682845277
2020-08-18,17755.58867375377,63200.44682845277
2020-08-19,17829.110780063307,63737.996193943865
2020-08-20,17718.827620598997,63737.996193943865
2020-08-21,17902.63288637285,63661.203427445136
2020-08-24,18233.482364765776,64429.13109243241
2020-08-25,18049.677098991924,64429.13109243241
2020-08-26,17792.34972690854,64121.9600264375
2020-08-27,17865.871833218076,64121.9600264375
2020-08-28,17865.871833218076,64045.167259938775
2020-08-31,18049.677098991924,63737.996193943865
2020-09-01,18233.482364765776,63737.996193943865
2020-09-03,18380.52657738485,66195.36472190314
2020-09-04,18343.765524230083,65197.05875741968
2020-09-07,18012.916045837155,64198.752792936226
2020-09-08,18123.199205301466,63354.03236145023
2020-09-09,18012.916045837155,63123.65406195404
2020-09-10,18049.677098991924,63046.86129545532
2020-09-11,17976.154992682386,63200.44682845277
2020-09-14,18086.438152146697,63737.996193943865
2020-09-15,18159.960258456234,63354.03236145023
2020-09-16,18159.960258456234,63661.203427445136
2020-09-17,18674.61500262301,63354.03236145023
2020-09-18,18895.18132155163,63661.203427445136
2020-09-21,18895.18132155163,63737.996193943865
2020-09-22,18784.89816208732,64505.923858931135
2020-09-23,18968.703427861168,65581.02258991332
2020-09-24,18858.420268396858,66118.57195540442
2020-09-25,18931.9423747064,66041.77918890568
2020-09-28,19409.836065718406,66041.77918890568
2020-09-29,19373.075012563637,64966.6804579235
2020-09-30,19409.836065718406,64582.716625429865
2020-10-01,19850.96870357564,65120.26599092096
2020-10-02,19630.402384647023,64505.923858931135
2020-10-05,20108.29607565903,64121.9600264375
2020-10-06,20769.995032444884,64429.13109243241
2020-10-07,20439.145554051956,65273.85152391841
2020-10-08,20659.711872980573,65120.26599092096
2020-10-09,20953.80029821873,65120.26599092096
2020-10-12,20769.995032444884,65964.98642240696
2020-10-13,20586.189766671036,66425.74302139932
2020-10-14,20843.517138754425,67731.2200518777
2020-10-15,21358.1718829212,68038.39111787261
2020-10-16,21394.93293607597,67731.2200518777
2020-10-19,21247.88872345689,67193.6706863866
2020-10-20,21578.738201849817,67347.25621938406
2020-10-21,21394.93293607597,66195.36472190314
2020-10-22,21762.543467623665,66502.53578789806
2020-10-23,22718.33084964768,67193.6706863866
2020-10-26,22644.80874333814,66041.77918890568
2020-10-27,23085.941381195375,66041.77918890568
2020-10-28,22350.720318099982,64659.509391928594
2020-10-29,22497.76453071906,64198.752792936226
2020-10-30,22461.00347756429,63737.996193943865
2020-11-02,22497.76453071906,65888.19365590824
2020-11-03,22571.2866370286,65273.85152391841
2020-11-04,22534.52558387383,65273.85152391841
2020-11-05,22240.437158635672,65273.85152391841
2020-11-06,22350.720318099982,65273.85152391841
2020-11-09,23159.463487504916,65657.81535641204
2020-11-10,23012.419274885837,65350.64429041714
2020-11-11,23012.419274885837,65197.05875741968
2020-11-12,23122.702434350143,66348.9502549006
2020-11-13,23490.312965897843,66732.91408739424
2020-11-16,23710.87928482646,65888.19365590824
2020-11-17,24519.622454231394,67270.46345288533
2020-11-18,25438.648783100638,67270.46345288533
2020-11-19,25879.781420957872,69267.07538185225
2020-11-20,26247.39195250557,71033.30901132298
2020-11-23,27570.78986607728,70342.17411283443
2020-11-24,27570.78986607728,70956.51624482425
2020-11-25,26173.86984619603,71801.23667631026
2020-11-26,25806.259314648334,72185.20050880389
2020-11-27,26651.763537208037,72569.16434129752
2020-11-30,26100.347739886492,71417.27284381662
2020-12-01,26173.86984619603,70649.34517882935
2020-12-02,25953.303527267413,71801.23667631026
2020-12-03,27092.896175065274,71801.23667631026
2020-12-04,27166.418281374812,69958.21028034079
2020-12-07,28085.444610244056,71494.06561031535
2020-12-08,28232.488822863135,71494.06561031535
2020-12-09,28306.010929172673,74105.01967127208
2020-12-10,27644.31197238682,74642.56903676318
2020-12-11,28526.577248101294,74642.56903676318
2020-12-14,28857.42672649422,76715.97373222881
2020-12-15,28379.533035482214,75103.32563575554
2020-12-16,28526.577248101294,76715.97373222881
2020-12-17,27681.073025541587,73721.05583877844
2020-12-18,28379.533035482214,75948.04606724154
2020-12-21,28342.771982327442,76567.3981222345
2020-12-22,28930.94883280376,75793.20805022
2020-12-23,29408.842523815765,75483.5320214142
2020-12-24,29372.081470660996,75328.69400701129
2020-12-25,29960.25832113731,75560.95102861564
2020-12-28,30548.435171613626,75870.62705742144
2020-12-29,30585.196224768395,76799.65514383886
2020-12-30,30070.54148060162,75793.20805022
2020-12-31,30474.913065304085,75793.20805022
2021-01-04,31099.85096893517,76644.81712943595
2021-01-05,31136.612022089943,76877.0741510403
2021-01-06,31467.46150048287,81289.95756152298
2021-01-07,31467.46150048287,82838.337705552
2021-01-08,31430.700447328098,81135.11954712008
2021-01-11,31651.26676625672,80902.86252551572
2021-01-12,33011.425732983196,81754.47160473168
2021-01-13,32864.38152036412,81135.11954712008
2021-01-14,32680.57625459027,80438.34848230702
2021-01-15,32717.337307745038,79896.41543189686
2021-01-18,32790.859414054576,79973.83443909833
2021-01-19,30585.196224768395,76644.81712943595
2021-01-20,30658.718331077936,76722.23613663741
2021-01-21,32496.77098881642,79741.57741749397
2021-01-22,32092.399404113952,79741.57741749397
2021-01-25,32129.160457268725,79354.48238148671
2021-01-26,31099.85096893517,78115.77826626351
2021-01-27,29629.408842744382,75406.11301421275
2021-01-28,27570.78986607728,70141.62052451412
2021-01-29,28783.90462018468,71999.67669734893
2021-02-01,28195.727769708366,70528.71556052136
2021-02-02,29776.45305536346,74709.34194939969
2021-02-03,30879.284650006553,76567.3981222345
